"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","IP","W","ERA","WHIP","K","SVH","GP"
"*03di1*","Matt Gage","SF","RP","418","FA","NYY Wed 8:05PM","53.07","2%","0%","33","2","3.27","1.212","28","5","36"
"*04pmq*","Braxton Ashcraft","PIT","SP,RP","419","FA","","53.03","82%","0%","91","5","3.76","1.297","84","0","22"
"*061jc*","Tim Herrin","CLE","RP","420","FA","","52.99","6%","0%","50","2","3.78","1.300","53","16","57"
"*05xpj*","Tanner McDougal","CHW","SP","421","FA","","52.98","47%","-4%","47","3","3.45","1.191","42","0","10"
"*02i37*","Lucas Giolito","(N/A)","SP","422","FA","","52.95","61%","-6%","157","9","4.36","1.363","148","0","28"
"*046yd*","Dennis Santana","PIT","RP","425","FA","","52.79","82%","0%","67","2","4.03","1.299","61","20","66"
"*01srb*","Jameson Taillon","CHC","SP","428","FA","","52.74","67%","-3%","134","8","4.37","1.254","104","0","24"
"*04q0r*","Dylan Smith","DET","RP","430","FA","","52.56","5%","-1%","25","2","3.24","1.160","27","0","12"
"*05jnq*","Clayton Beeter","WSH","RP","432","FA","","52.53","44%","+5%","55","2","3.93","1.436","71","28","53"
"*041py*","Keegan Akin","BAL","RP","435","FA","","52.45","17%","-2%","67","3","4.30","1.328","70","26","64"
"*04aok*","Gregory Soto","PIT","RP","437","FA","","52.33","17%","-1%","58","2","3.88","1.328","65","18","72"
"*031hc*","Cole Sulser","TB","RP","439","FA","","52.28","1%","0%","25","2","3.24","1.160","25","0","21"
"*04auk*","Seranthony Dominguez","CHW","RP","441","FA","","52.19","65%","+1%","66","2","4.09","1.318","77","19","69"
"*045kb*","Cristian Javier","HOU","SP","443","FA","","52.05","68%","-3%","120","7","4.28","1.275","107","0","24"
"*051bm*","Louis Varland","TOR","RP","445","FA","","51.99","30%","-2%","66","3","4.36","1.303","68","24","64"
"*03d6p*","Grant Holmes","ATL","SP","447","FA","","51.91","60%","-1%","108","7","4.17","1.315","115","0","20"
"*06kvo*","Spencer Bivens","SF","RP","450","FA","NYY Wed 8:05PM","51.79","3%","0%","73","3","3.82","1.260","53","8","49"
"*0313t*","Tyler Kinley","ATL","RP","451","FA","","51.74","6%","-1%","68","3","4.10","1.309","78","15","71"
"*041rq*","Brenan Hanifee","DET","RP","453","FA","","51.72","4%","-1%","60","3","3.75","1.300","46","12","53"
"*04pqo*","Braydon Fisher","TOR","RP","457","FA","","51.56","14%","-2%","51","4","3.53","1.294","60","0","57"
"*04ekf*","Calvin Faucher","MIA","RP","459","FA","","51.48","24%","-3%","59","3","3.81","1.305","59","11","64"
"*041r5*","Dustin May","STL","SP","460","FA","","51.47","68%","-1%","128","7","4.08","1.336","110","0","24"
"*004ee*","Max Scherzer","TOR","SP","462","FA","","51.44","47%","+1%","106","6","4.25","1.255","102","0","20"
"*04mlt*","Shane McClanahan","TB","SP","463","FA","","51.42","96%","0%","111","6","4.46","1.279","138","0","20"
"*04pvq*","PJ Poulin","WSH","RP","466","FA","","51.27","4%","0%","40","2","3.60","1.275","47","7","42"
"*04ei8*","Sean Guenther","DET","RP","469","FA","","51.14","1%","0%","22","2","3.27","1.182","18","2","15"
"*0319c*","Mark Leiter Jr.","ATH","RP","470","FA","","51.12","12%","-1%","51","2","4.06","1.294","62","17","61"
"*04022*","Tim Hill","NYY","RP","472","FA","@SF Wed 8:05PM","51.03","4%","0%","67","3","3.76","1.284","36","12","66"
"*05u6r*","Robert Gasser","MIL","SP","473","FA","","50.99","40%","-4%","68","5","3.84","1.265","65","0","44"
"*05tux*","Dauri Moreta","(N/A)","RP","476","FA","","50.93","1%","0%","30","2","3.60","1.233","42","4","33"
"*03ab0*","Luis Severino","ATH","SP","477","FA","","50.92","59%","-2%","169","9","4.37","1.355","130","0","30"
"*04paj*","Cole Winn","TEX","RP","478","FA","","50.89","10%","-1%","49","3","3.67","1.265","40","6","40"
"*04pr8*","Taj Bradley","MIN","SP","479","FA","","50.88","70%","-3%","128","7","4.36","1.305","123","0","24"
"*021jb*","Ryan Brasier","TEX","RP","480","FA","","50.85","2%","0%","31","2","3.48","1.161","29","0","34"
"*02brc*","Adrian Houser","SF","SP","481","FA","NYY Wed 8:05PM","50.83","42%","-3%","146","8","4.13","1.336","102","0","26"
"*05jpk*","Joe Boyle","TB","SP","482","FA","","50.73","53%","-5%","99","6","4.09","1.323","110","0","20"
"*03qlm*","Tyler Ferguson","ATH","RP","483","FA","","50.7","3%","0%","55","2","3.76","1.309","56","12","53"
"*03yso*","A.J. Puk","ARI","RP","485","FA","","50.51","33%","-2%","17","1","3.71","1.118","23","5","20"
"*0314j*","Ryan Yarbrough","NYY","SP,RP","486","FA","@SF Wed 8:05PM","50.47","12%","-1%","70","5","3.99","1.200","57","0","30"
"*06gwk*","Payton Tolle","BOS","SP,RP","487","FA","","50.28","76%","-4%","87","5","4.24","1.230","94","0","44"
"*04eqw*","Isaac Mattson","PIT","RP","488","FA","","50.22","7%","-1%","54","2","3.83","1.315","55","14","46"
"*050vn*","Quinn Priester","MIL","SP","495","FA","","49.66","87%","-3%","138","8","4.30","1.341","115","0","26"
"*029si*","Eduardo Rodriguez","ARI","SP","496","FA","","49.66","46%","-3%","150","9","4.38","1.393","137","0","28"
"*04y76*","Jacob Webb","CHC","RP","498","FA","","49.61","4%","0%","62","3","3.92","1.306","63","10","59"
"*04pxf*","Davis Martin","CHW","SP","499","FA","","49.51","29%","-2%","142","7","4.18","1.338","109","0","27"
"*0596g*","Reid Detmers","LAA","RP","500","FA","","49.44","66%","-1%","123","7","4.61","1.333","146","0","24"
"*05oz7*","Jose Butto","SF","RP","501","FA","NYY Wed 8:05PM","49.33","9%","-1%","62","3","3.77","1.306","53","8","50"
"*02ccf*","Tommy Kahnle","(N/A)","RP","502","FA","","49.28","5%","-1%","58","2","4.03","1.345","55","21","66"
"*04y8z*","Erik Miller","SF","RP","505","FA","NYY Wed 8:05PM","49.02","8%","-1%","39","2","3.69","1.359","42","16","47"
"*06at1*","Yariel Rodriguez","TOR","RP","509","FA","","48.86","13%","-1%","78","3","4.04","1.321","76","10","69"
"*04674*","Johan Oviedo","BOS","SP","510","FA","","48.82","56%","-1%","111","7","4.22","1.351","114","0","22"
"*05r3i*","Andrew Painter","PHI","SP","512","FA","","48.58","92%","-1%","125","7","4.32","1.360","129","0","24"
"*04afk*","Tristan Beck","SF","RP","515","FA","NYY Wed 8:05PM","48.43","3%","0%","53","3","3.91","1.245","46","5","28"
"*05y4k*","Ben Casparius","LAD","RP","516","FA","","48.41","24%","-2%","71","5","3.93","1.296","69","0","45"
"*066n1*","Justin Sterner","ATH","RP","518","FA","","48.33","28%","-1%","63","2","4.43","1.286","67","20","57"
"*03djb*","Jalen Beeks","TEX","RP","519","FA","","48.21","3%","0%","64","3","4.08","1.328","56","16","63"
"*066du*","Brad Lord","WSH","SP,RP","520","FA","","48.06","26%","-3%","78","5","3.92","1.295","65","0","16"
"*061bo*","Rhett Lowder","CIN","SP","521","FA","","48.02","76%","-5%","105","7","4.03","1.343","79","0","20"
"*06htl*","Ty Johnson","TB","SP","523","FA","","47.68","35%","-4%","10","1","3.60","1.100","11","0","3"
"*000dp*","Justin Verlander","DET","SP","526","FA","","47.62","53%","-3%","150","9","4.44","1.400","128","0","28"
"*04eld*","J.P. Sears","SD","SP","527","FA","","47.61","35%","-4%","125","7","4.46","1.304","108","0","24"
"*04o2w*","Ben Brown","CHC","SP,RP","528","FA","","47.59","37%","-3%","90","5","4.30","1.267","95","0","31"
"*05qzx*","Angel Zerpa","MIL","RP","529","FA","","47.58","8%","-1%","61","2","3.98","1.295","50","12","63"
"*02n2v*","Anthony Banda","MIN","RP","530","FA","","47.53","7%","-1%","66","3","4.09","1.333","65","13","66"
"*05tjx*","Steven Cruz","KC","RP","531","FA","","47.53","5%","-1%","52","2","3.81","1.308","46","10","55"
"*04ep8*","Kutter Crawford","BOS","SP","532","FA","","47.53","34%","-4%","69","4","4.17","1.217","70","0","22"
"*03qln*","Jimmy Herget","COL","RP","533","FA","","47.5","4%","0%","75","2","3.96","1.333","69","11","57"
"*05u6p*","Brant Hurter","DET","RP","534","FA","","47.39","10%","-1%","63","4","4.00","1.302","58","6","36"
"*06mio*","David Davalillo","TEX","SP","536","FA","","47.25","27%","-3%","25","2","3.60","1.200","23","0","6"
"*03caf*","Foster Griffin","WSH","SP,RP","537","FA","","47.19","37%","-2%","133","7","4.33","1.331","105","0","26"
"*04pw3*","James McArthur","KC","RP","538","FA","","47.01","4%","-1%","44","3","3.89","1.205","42","0","41"
"*030x2*","Jose Leclerc","(N/A)","RP","539","FA","","46.97","3%","0%","56","3","4.02","1.304","71","5","53"
"*05acp*","Justin Martinez","ARI","RP","541","FA","","46.66","38%","-3%","7","1","2.57","1.286","9","4","9"
"*05gef*","Cade Cavalli","WSH","SP","542","FA","","46.65","71%","0%","122","7","4.28","1.377","113","0","24"
"*03at0*","Kevin Herget","NYM","RP","543","FA","","46.6","1%","0%","26","2","3.81","1.154","25","0","13"
"*04ee7*","Clarke Schmidt","NYY","SP","544","FA","@SF Wed 8:05PM","46.42","49%","-3%","33","2","3.82","1.182","33","0","6"
"*04rhl*","Carlos Vargas","SEA","RP","548","FA","","46.12","5%","-1%","72","3","4.13","1.333","48","16","68"
"*05ynx*","River Ryan","LAD","SP","549","FA","","46.11","50%","-2%","27","2","3.67","1.222","25","0","6"
"*04eoy*","Hunter Stratton","(N/A)","RP","550","FA","","46.11","1%","0%","27","2","3.67","1.222","25","0","22"
"*067xv*","Woo Jin An","(N/A)","SP","551","FA","","46.03","2%","0%","93","5","4.26","1.280","82","0","18"
"*0473n*","Tyler Wells","BAL","SP","552","FA","","46.02","36%","-5%","56","3","4.18","1.161","53","0","21"
"*03bin*","Nestor Cortes Jr.","(N/A)","SP","553","FA","","46","18%","-2%","92","5","4.30","1.272","84","0","18"
"*05y72*","Landen Roupp","SF","SP","555","FA","NYY Wed 8:05PM","45.95","55%","-4%","118","6","4.19","1.381","112","0","24"
"*02zif*","Ryan Pressly","(N/A)","RP","556","FA","","45.89","2%","0%","49","2","4.04","1.327","44","16","50"
"*04azu*","Kumar Rocker","TEX","SP","557","FA","","45.88","59%","-6%","105","6","4.29","1.333","102","0","20"
"*05jpx*","Tink Hence","STL","SP","558","FA","","45.87","47%","-4%","43","3","3.77","1.279","46","0","22"
"*02h9r*","Miles Mikolas","WSH","SP","559","FA","","45.87","18%","0%","167","8","4.69","1.323","107","0","31"
"*047sh*","Wandy Peralta","SD","RP","560","FA","","45.82","5%","0%","65","4","3.88","1.338","55","5","73"
"*04pqh*","Mason Englert","TB","RP","563","FA","","45.64","2%","0%","50","3","3.96","1.240","51","0","30"
"*041qr*","Aaron Civale","ATH","SP","564","FA","","45.63","20%","-2%","93","5","4.16","1.301","78","0","18"
"*04et8*","Daniel Robert","PHI","RP","565","FA","","45.59","1%","0%","22","2","3.68","1.227","25","0","22"
"*04pmk*","Michael Grove","(N/A)","RP","567","FA","","45.5","2%","0%","28","2","3.86","1.179","30","0","22"
"*04ni3*","Luis Garcia","(N/A)","SP","568","FA","","45.48","18%","-2%","45","3","4.00","1.222","48","0","10"
"*03qkx*","Ryan Burr","(N/A)","RP","570","FA","","45.35","1%","0%","22","1","3.68","1.227","33","0","23"
"*04etg*","Janson Junk","MIA","SP","571","FA","","45.35","19%","-3%","107","6","4.12","1.327","74","0","20"
"*03pjf*","Michael Soroka","ARI","SP","572","FA","","45.21","34%","-4%","93","6","4.35","1.312","94","0","34"
"*061pi*","Yaramil Hiraldo","BAL","RP","574","FA","","45.06","1%","0%","27","2","4.00","1.222","35","5","24"
"*03adx*","Nick Burdi","NYM","RP","575","FA","","45.03","1%","0%","29","2","3.41","1.310","37","0","31"
"*0374o*","Chad Green","(N/A)","RP","576","FA","","44.96","2%","0%","49","2","4.04","1.286","43","10","49"
"*02bqn*","Michael Kelly","ATH","RP","577","FA","","44.9","5%","-1%","47","2","4.02","1.362","33","20","43"
"*04pmp*","Simeon Woods-Richardson","MIN","SP","578","FA","","44.88","50%","-5%","124","7","4.43","1.355","109","0","26"
"*0310c*","Hunter Harvey","CHC","RP","579","FA","","44.86","17%","-1%","27","2","4.00","1.185","31","3","29"
"*066b2*","Drew Sommers","DET","SP","580","FA","","44.74","1%","0%","19","1","3.32","1.263","18","0","23"
"*0657l*","Jack Perkins","ATH","SP,RP","582","FA","","44.71","36%","-4%","63","4","3.86","1.349","70","0","18"
"*04pma*","Daniel Lynch","KC","RP","584","FA","","44.59","7%","-1%","61","2","3.98","1.295","45","8","49"
"*05xoo*","Elmer Rodriguez","NYY","SP","585","FA","@SF Wed 8:05PM","44.57","57%","-4%","15","1","3.60","1.200","14","0","3"
"*03dap*","Brock Burke","CIN","RP","587","FA","","44.51","5%","-1%","60","2","4.20","1.317","55","14","65"
"*04eru*","Jake Cousins","(N/A)","RP","588","FA","","44.43","1%","0%","12","1","3.75","1.167","16","0","10"
"*05yb1*","Drew Thorpe","CHW","SP","591","FA","","44.27","34%","-3%","27","2","3.67","1.259","23","0","6"
"*041ze*","Josh Winckowski","TOR","RP","592","FA","","44.16","2%","0%","34","2","3.71","1.265","30","0","23"
"*041sz*","Tobias Myers","NYM","SP,RP","593","FA","","44.11","23%","-2%","47","3","3.83","1.277","39","0","10"
"*04b01*","Tomoyuki Sugano","COL","SP","594","FA","","44.1","23%","-2%","145","6","4.22","1.352","90","0","28"
"*05133*","Andre Pallante","STL","SP","595","FA","","43.9","26%","-1%","161","8","4.36","1.429","110","0","30"
"*04pxo*","Erik Sabrowski","CLE","RP","596","FA","","43.86","14%","-2%","43","2","3.98","1.419","60","15","42"
"*04pzi*","Evan Sisk","PIT","RP","597","FA","","43.83","2%","0%","30","2","3.60","1.333","34","4","30"
"*04pxp*","Victor Vodnik","COL","RP","598","FA","","43.7","33%","-2%","62","2","4.06","1.452","55","21","56"
"*05sr2*","Michael McGreevy","STL","SP","599","FA","","43.68","54%","-3%","124","7","4.28","1.363","86","0","22"
"*03qne*","Chris Paddack","MIA","SP","600","FA","","43.54","20%","-1%","133","7","4.60","1.338","100","0","26"
"*04pmg*","Jonathan Bowlan","PHI","RP","604","FA","","43.41","4%","-1%","48","3","4.13","1.250","48","2","38"
"*02buh*","Scott Barlow","ATH","RP","605","FA","","43.33","7%","0%","65","2","4.15","1.400","74","14","71"
"*02new*","Jose Castillo","(N/A)","RP","606","FA","","43.33","0%","0%","41","3","3.73","1.317","42","0","36"
"*01xfr*","Patrick Corbin","(N/A)","SP","607","FA","","43.13","10%","-1%","164","8","4.72","1.427","131","0","31"
"*041w8*","Ian Hamilton","ATL","RP","608","FA","","42.9","4%","-1%","49","2","4.04","1.347","56","10","41"
"*05xpv*","Chase Lee","TOR","RP","609","FA","","42.88","3%","0%","42","3","4.07","1.262","43","2","35"
"*0614c*","Jordan Leasure","CHW","RP","612","FA","","42.48","32%","-3%","71","2","4.69","1.380","80","20","72"
"*051dw*","Brandon Eisert","CHW","RP","613","FA","","42.23","3%","0%","70","2","4.37","1.343","73","13","67"
"*04y9f*","Ryan Zeferjahn","LAA","RP","614","FA","","42.22","8%","-1%","62","2","4.50","1.403","73","20","63"
"*04el7*","Max Lazar","PHI","RP","615","FA","","42.16","2%","0%","42","3","4.07","1.262","34","3","38"
"*04nb5*","Hunter Barco","PIT","SP,RP","618","FA","","42.09","52%","-4%","108","5","4.33","1.370","104","0","28"
"*031k3*","Trent Thornton","CHC","RP","619","FA","","42.08","1%","0%","32","2","3.94","1.219","27","0","30"
"*0516x*","Brent Headrick","NYY","RP","620","FA","@SF Wed 8:05PM","42.07","3%","0%","31","2","4.06","1.226","34","2","19"
"*04pqs*","Jake Bird","NYY","RP","621","FA","@SF Wed 8:05PM","42.01","5%","-1%","59","3","4.27","1.373","65","12","49"
"*041mb*","Anthony Kay","CHW","SP,RP","622","FA","","41.98","26%","-2%","131","6","4.53","1.359","104","0","54"
"*03aru*","Joel Payamps","ATL","RP","623","FA","","41.96","4%","-1%","40","3","4.05","1.250","38","0","42"
"*0519h*","Hunter Bigge","TB","RP","624","FA","","41.93","9%","-1%","36","2","4.00","1.250","41","0","32"
"*03di6*","Jordan Romano","LAA","RP","625","FA","","41.83","16%","-1%","46","2","4.70","1.304","57","17","49"
"*05y6w*","Hunter Dobbins","STL","SP","628","FA","","41.73","22%","-2%","71","4","3.93","1.338","52","0","16"
"*031ey*","Eric Lauer","TOR","SP,RP","630","FA","","41.67","23%","-3%","84","5","4.39","1.310","79","0","34"
"*0689r*","Yuki Matsui","SD","RP","631","FA","","41.55","9%","-1%","63","4","4.14","1.349","64","4","63"
"*04ppz*","Jake Irvin","WSH","SP","632","FA","","41.41","29%","-3%","138","7","4.70","1.355","101","0","39"
"*04pn3*","Josiah Gray","WSH","SP","633","FA","","41.37","26%","-2%","96","5","4.22","1.385","93","0","18"
"*01seh*","Alex Cobb","(N/A)","SP","634","FA","","41.3","4%","0%","57","4","3.95","1.333","49","0","10"
"*03qmm*","Jovani Moran","BOS","RP","636","FA","","41.26","1%","0%","20","1","3.60","1.300","26","0","19"
"*05xpw*","Grant Holman","(N/A)","RP","638","FA","","41.07","2%","-1%","19","1","3.32","1.316","16","0","23"
"*04pmm*","Nick Sandlin","LAA","RP","641","FA","","40.97","4%","0%","47","3","4.21","1.298","56","3","50"
"*0376h*","Tyler Alexander","TEX","SP,RP","643","FA","","40.89","4%","0%","65","3","4.43","1.262","58","4","27"
"*02bx6*","Derek Law","ARI","SP,RP","648","FA","","40.67","2%","0%","24","2","3.75","1.292","22","0","19"
"*0648y*","Mason Fluharty","TOR","RP","650","FA","","40.28","5%","-1%","55","3","4.09","1.309","56","0","58"
"*02n3l*","Taylor Rogers","MIN","RP","651","FA","","40.25","18%","+1%","52","2","4.33","1.365","54","15","59"
"*02hhj*","Ryne Stanek","STL","RP","652","FA","","40.22","5%","0%","58","2","4.34","1.379","60","15","63"
"*0321h*","Luis Garcia","NYM","RP","653","FA","","40.18","2%","0%","59","2","4.27","1.373","54","14","59"
"*026mq*","Tyler Anderson","(N/A)","SP","654","FA","","40.05","9%","-1%","140","7","4.63","1.436","113","0","26"
"*02hir*","Michael Lorenzen","COL","SP","655","FA","","40.02","25%","-2%","151","6","4.65","1.424","119","0","28"
"*04pyp*","Kody Funderburk","MIN","RP","658","FA","","39.88","4%","0%","47","2","4.02","1.383","45","10","40"
"*051ui*","Jacob Lopez","ATH","SP","659","FA","","39.87","63%","-4%","102","5","4.59","1.392","112","0","21"
"*05jp3*","Logan Allen","CLE","SP","660","FA","","39.84","37%","-3%","149","7","4.65","1.456","119","0","28"
"*05xpq*","Christian Scott","NYM","SP","661","FA","","39.74","45%","-3%","55","3","4.25","1.273","52","0","10"
"*041w0*","Richard Lovelady","NYM","RP","663","FA","","39.7","1%","0%","19","1","3.79","1.263","19","0","22"
"*06cq9*","Tyson Neighbors","BAL","RP","664","FA","","39.47","13%","-1%","36","2","4.00","1.278","35","0","35"
"*005jn*","Charlie Morton","(N/A)","SP","665","FA","","39.46","5%","-1%","131","7","4.74","1.473","132","0","26"
"*051as*","Cody Laweryson","MIN","RP","666","FA","","39.43","1%","0%","27","2","3.67","1.333","23","0","17"
"*06fzq*","Craig Yoho","MIL","SP,RP","668","FA","","39.21","22%","-3%","14","1","3.21","1.357","17","0","15"
"*04px6*","Cooper Criswell","SEA","RP","670","FA","","39.04","4%","0%","52","3","3.98","1.327","44","0","20"
"*05uc4*","Troy Melton","DET","SP,RP","671","FA","","38.99","59%","-6%","86","5","4.50","1.349","85","0","16"
"*05iyp*","Henry Baez","ATH","SP","673","FA","","38.93","10%","-1%","21","1","3.43","1.333","15","0","23"
"*04ydi*","Ronel Blanco","HOU","SP","675","FA","","38.92","27%","-2%","23","1","3.91","1.261","24","0","4"
"*0311r*","Sam Moll","CIN","RP","676","FA","","38.87","1%","0%","30","2","3.90","1.333","30","4","35"
"*03y4y*","Enyel De Los Santos","HOU","RP","677","FA","","38.8","2%","0%","67","2","4.57","1.313","65","8","65"
"*05xod*","Sean Burke","CHW","SP","678","FA","","38.76","42%","-4%","121","5","4.61","1.430","119","0","26"
"*04fq2*","Javier Assad","CHC","SP,RP","679","FA","","38.75","18%","-2%","75","5","4.08","1.387","56","0","21"
"*04pxb*","Shawn Dubin","ARI","RP","684","FA","","38.58","1%","0%","38","2","3.79","1.342","37","0","33"
"*05y0j*","Spencer Arrighetti","HOU","SP","686","FA","","38.53","63%","-6%","104","5","4.59","1.413","109","0","20"
"*0422c*","Kyle Hart","SD","SP,RP","688","FA","","38.48","5%","-1%","46","3","4.11","1.304","43","0","30"
"*02hg4*","Marcus Stroman","(N/A)","SP","689","FA","","38.43","4%","0%","109","6","4.29","1.431","80","0","22"
"*03qm8*","JT Brubaker","SF","RP","690","FA","NYY Wed 8:05PM","38.29","3%","0%","36","2","3.75","1.333","25","0","24"
"*025ey*","Luke Jackson","(N/A)","RP","693","FA","","38.22","2%","0%","48","2","4.13","1.396","46","11","51"
"*02bqd*","Andrew Chafin","MIN","RP","694","FA","","38.18","2%","0%","38","2","3.79","1.368","44","0","44"
"*03vcw*","Jordan Hicks","CHW","SP,RP","695","FA","","38.17","14%","-1%","62","2","4.35","1.452","58","18","67"
