"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","AB","H","2B+3B","HR","SB","OBP","RP","GP"
"*05y30*","Justin Crawford","PHI","OF","508","FA","","48.87","87%","-2%","388","99","20","6","20",".336","72","116"
"*03pix*","Tyler Stephenson","CIN","C","511","FA","","48.74","48%","-4%","369","90","21","14","0",".328","96","106"
"*05js5*","Coby Mayo","BAL","1B","513","FA","","48.54","72%","-3%","403","90","23","16","5",".318","78","117"
"*04emt*","Jake Meyers","HOU","OF","514","FA","","48.51","34%","-3%","392","98","20","8","15",".321","85","116"
"*05t9l*","Max Muncy","ATH","2B,3B","517","FA","","48.38","44%","+2%","431","104","22","14","6",".312","81","125"
"*03c65*","Victor Robles","SEA","OF","522","FA","","47.74","39%","-4%","306","79","19","4","24",".330","71","91"
"*03pdw*","Andrew Benintendi","CHW","OF","524","FA","","47.67","37%","-2%","447","108","21","16","1",".308","94","123"
"*04yuu*","Patrick Bailey","SF","C","525","FA","NYY Wed 8:05PM","47.63","27%","-3%","436","101","21","9","1",".292","99","126"
"*05ub0*","Zack Gelof","ATH","2B","535","FA","","47.28","38%","-4%","366","79","20","13","12",".300","74","105"
"*06f0q*","Kristian Campbell","BOS","2B","540","FA","","46.79","74%","-6%","390","101","21","9","7",".365","85","114"
"*04q56*","Logan OHoppe","LAA","C","545","FA","","46.4","74%","-2%","429","101","12","20","2",".289","78","115"
"*06aly*","Carson Benge","NYM","OF","546","FA","","46.35","85%","-2%","381","83","13","15","11",".315","85","113"
"*05t9n*","Carson Williams","TB","SS","547","FA","","46.3","69%","-4%","342","72","15","12","14",".301","82","94"
"*03pjl*","Ryan Mountcastle","BAL","1B","554","FA","","45.99","32%","-3%","388","102","23","13","3",".311","84","105"
"*06dsa*","Kyle Karros","COL","3B","561","FA","","45.7","30%","-2%","406","101","32","5","2",".344","73","117"
"*06bs4*","Daniel Schneemann","CLE","2B,3B,OF","562","FA","","45.68","16%","-2%","374","81","21","10","10",".311","75","109"
"*041sq*","Tommy Edman","LAD","2B,OF","566","FA","","45.59","64%","-5%","416","98","18","13","5",".296","92","108"
"*04mrn*","Bo Naylor","CLE","C","569","FA","","45.44","40%","-3%","363","75","20","14","2",".299","79","119"
"*04qnc*","Francisco Alvarez","NYM","C","573","FA","","45.17","81%","-2%","347","81","15","19","0",".316","82","101"
"*06in4*","Hyeseong Kim","LAD","2B","581","FA","","44.73","56%","-5%","362","84","17","6","18",".291","70","101"
"*03rmz*","Keibert Ruiz","WSH","C","583","FA","","44.63","31%","-3%","430","108","20","10","1",".289","78","114"
"*070bf*","Sung Mun Song","SD","2B,3B","586","FA","","44.54","52%","-4%","371","86","19","9","12",".305","70","107"
"*026mn*","Javier Baez","DET","3B,SS,OF","589","FA","","44.41","36%","-3%","416","96","20","10","5",".266","91","109"
"*04si3*","Brayan Rocchio","CLE","2B,SS","590","FA","","44.28","21%","-2%","372","83","23","6","9",".304","77","115"
"*02yk4*","Tyler ONeill","BAL","OF","601","FA","","43.49","51%","-4%","342","75","14","19","7",".312","68","97"
"*04ydd*","Angel Martinez","CLE","2B,OF","602","FA","","43.48","20%","-2%","377","86","23","8","7",".289","76","108"
"*04efc*","Tyler Freeman","COL","OF","603","FA","","43.46","28%","-3%","333","88","18","5","15",".352","69","100"
"*04ppo*","Kyle Isbel","KC","OF","610","FA","","42.85","10%","-1%","376","89","21","7","7",".291","82","120"
"*02mx2*","Tyrone Taylor","NYM","OF","611","FA","","42.63","7%","-1%","318","74","22","6","12",".284","67","91"
"*025fx*","Tommy Pham","(N/A)","OF","616","FA","","42.12","6%","-1%","364","89","19","11","5",".318","74","96"
"*02mxf*","Carson Kelly","CHC","C","617","FA","","42.09","45%","-3%","349","86","13","14","2",".324","74","100"
"*05ajg*","Ha-seong Kim","ATL","SS","626","FA","","41.82","48%","-4%","322","75","12","8","14",".329","73","96"
"*02i3l*","Miguel Andujar","SD","3B,OF","627","FA","","41.76","27%","-2%","377","105","22","9","1",".325","80","100"
"*01cfr*","Carlos Santana","ARI","1B","629","FA","","41.68","15%","-1%","363","82","15","12","5",".310","79","105"
"*04alq*","Pavin Smith","ARI","1B","635","FA","","41.28","23%","-2%","319","75","20","12","2",".346","72","93"
"*01usr*","Kyle Higashioka","TEX","C","637","FA","","41.2","12%","-1%","282","70","16","15","3",".296","72","77"
"*04fqi*","George Valera","CLE","OF","639","FA","","41.03","28%","-3%","405","84","18","12","3",".313","70","111"
"*01uc9*","Nick Castellanos","SD","OF","640","FA","","41.02","72%","-5%","332","85","19","12","3",".306","76","86"
"*05uei*","Chase DeLauter","CLE","OF","642","FA","","40.94","87%","-2%","346","79","21","11","1",".331","75","101"
"*05vy5*","Carter Jensen","KC","C","644","FA","","40.85","87%","-2%","279","75","18","10","3",".366","69","84"
"*0514k*","Pedro Pages","STL","C","645","FA","","40.8","15%","-1%","375","87","15","12","0",".294","75","115"
"*03aoy*","Sean Murphy","ATL","C","646","FA","","40.75","41%","-4%","329","71","13","17","0",".316","70","92"
"*05y7x*","Cole Young","SEA","2B","647","FA","","40.71","53%","-4%","381","87","19","6","5",".332","77","113"
"*0406v*","Esteury Ruiz","MIA","OF","649","FA","","40.34","18%","-1%","188","44","10","4","31",".336","41","52"
"*04en7*","Garrett Mitchell","MIL","OF","656","FA","","39.94","37%","-2%","257","61","17","8","13",".326","57","75"
"*04bpj*","Taylor Walls","TB","SS","657","FA","","39.89","10%","-1%","284","58","16","4","15",".287","66","83"
"*03aqw*","Mauricio Dubon","ATL","2B,3B,SS,OF","662","FA","","39.71","21%","-1%","352","93","22","6","3",".304","77","86"
"*05gbe*","Robert Hassell","WSH","OF","667","FA","","39.28","27%","-2%","356","84","13","7","12",".304","64","94"
"*04ppk*","Richie Palacios","TB","2B,OF","669","FA","","39.2","12%","-2%","268","63","11","5","18",".343","59","83"
"*03qyv*","Jake McCarthy","COL","OF","672","FA","","38.94","27%","-2%","286","74","16","5","13",".329","59","83"
"*05rc3*","Masataka Yoshida","BOS","OF,UT","674","FA","","38.92","28%","-3%","317","86","18","8","5",".328","72","85"
"*062z3*","Brooks Baldwin","CHW","OF","680","FA","","38.75","21%","-2%","305","76","15","10","9",".312","58","84"
"*041qd*","Jake Fraley","TB","OF","681","FA","","38.7","13%","-1%","296","75","18","6","8",".332","66","84"
"*04ppi*","Kody Clemens","MIN","1B,2B,OF","682","FA","","38.61","34%","-3%","285","63","16","14","4",".295","61","83"
"*03eet*","Yoan Moncada","LAA","3B","683","FA","","38.59","22%","-1%","313","74","20","12","0",".321","66","85"
"*05135*","Jake Mangum","PIT","OF","685","FA","","38.58","41%","-4%","288","75","16","2","17",".304","54","82"
"*04llv*","Lenyn Sosa","CHW","1B,2B","687","FA","","38.49","63%","-5%","364","92","15","14","2",".284","67","92"
"*05un2*","Edgar Quero","CHW","C","691","FA","","38.29","52%","-4%","353","91","14","7","0",".348","69","107"
"*051dl*","Edouard Julien","COL","1B,2B","692","FA","","38.26","20%","-2%","355","81","16","10","3",".346","61","109"
"*063vu*","Matt Shaw","CHC","3B","697","FA","","38.03","82%","-5%","238","58","13","9","13",".333","53","70"
"*041ts*","Luke Raley","SEA","1B,OF","700","FA","","37.94","16%","-1%","291","65","14","13","4",".315","66","84"
"*05rcf*","Joshua Baez","STL","OF","702","FA","","37.88","62%","-2%","204","45","9","6","24",".332","41","60"
"*05lo5*","Freddy Fermin","SD","C","706","FA","","37.75","16%","-1%","354","91","15","7","1",".310","69","101"
"*03qmr*","Nathan Lukes","TOR","OF","709","FA","","37.55","25%","-3%","309","81","16","8","2",".337","80","85"
"*026qc*","Joc Pederson","TEX","1B","713","FA","","37.39","17%","-2%","277","62","12","15","3",".338","66","84"
"*04mn4*","Joey Bart","PIT","C","716","FA","","37.22","16%","-2%","315","79","15","8","1",".344","63","92"
"*05rbs*","Moises Ballesteros","CHC","C,1B","719","FA","","37.1","73%","-4%","334","89","17","10","1",".345","66","97"
"*06dlz*","Ryan Waldschmidt","ARI","OF","720","FA","","37.09","67%","-4%","210","57","14","5","15",".390","50","60"
"*05u96*","Bryce Eldridge","SF","1B","724","FA","NYY Wed 8:05PM","36.83","83%","-3%","341","77","16","11","1",".303","64","98"
"*0597k*","Nick Gonzales","PIT","2B","730","FA","","36.47","32%","-3%","337","86","22","6","0",".310","65","83"
"*05xu2*","Ryan Ritter","COL","2B,SS","732","FA","","36.29","16%","-1%","260","67","18","7","6",".348","52","82"
"*04nqx*","Ezequiel Duran","TEX","1B,SS","737","FA","","36.05","8%","-1%","260","63","16","5","13",".286","46","68"
"*05mru*","Thomas Saggese","STL","2B,SS","738","FA","","36.05","29%","-3%","325","79","16","7","4",".305","65","92"
"*03nri*","Lourdes Gurriel Jr.","ARI","OF","742","FA","","35.86","51%","-4%","272","71","14","10","5",".309","62","66"
"*04q0o*","Romy Gonzalez","BOS","1B,2B","745","FA","","35.37","27%","-3%","233","64","17","7","5",".319","62","67"
"*05ynb*","Liam Hicks","MIA","C,1B","746","FA","","35.36","16%","-2%","299","72","14","4","2",".353","66","92"
"*062ho*","Javier Sanoja","MIA","2B,3B,OF,RP","747","FA","","35.3","14%","-2%","259","66","20","4","6",".308","56","75"
"*031el*","Danny Jansen","TEX","C","748","FA","","35.06","17%","-2%","257","56","12","14","0",".319","58","76"
"*01cgt*","Wilmer Flores","(N/A)","1B","749","FA","","35.05","9%","-1%","307","73","12","11","1",".314","71","82"
"*0515v*","David Hamilton","MIL","2B","750","FA","","35.01","13%","-1%","174","36","7","6","24",".289","38","50"
"*03qml*","Dylan Moore","PHI","2B,OF","752","FA","","34.87","10%","0%","206","40","10","9","14",".291","48","59"
"*0518n*","Vaughn Grissom","LAA","2B","758","FA","","34.53","18%","-2%","267","65","14","5","8",".329","56","82"
"*05128*","Jared Triolo","PIT","1B,3B,SS","761","FA","","34.42","27%","-2%","280","64","13","6","8",".319","52","83"
"*061yt*","Alan Roden","MIN","OF","764","FA","","34.38","16%","-1%","252","64","17","6","4",".356","57","69"
"*032gq*","Rowdy Tellez","(N/A)","1B","767","FA","","34.3","4%","0%","277","65","11","14","1",".293","61","74"
"*04de1*","Triston Casas","BOS","1B","774","FA","","34.06","65%","-5%","243","59","14","13","0",".343","56","67"
"*05oxc*","Henry Davis","PIT","C","778","FA","","33.88","17%","-2%","279","60","13","8","4",".305","49","84"
"*066lr*","Graham Pauley","MIA","3B","780","FA","","33.75","13%","-1%","279","58","16","8","4",".296","49","83"
"*02zpf*","Edmundo Sosa","PHI","2B,3B","781","FA","","33.71","14%","-1%","271","69","15","9","2",".299","60","69"
"*04ehj*","Dane Myers","CIN","OF","786","FA","","33.5","11%","-1%","234","55","8","6","14",".306","51","67"
"*04up9*","Heriberto Hernandez","MIA","OF","787","FA","","33.45","22%","-1%","262","58","12","10","2",".327","63","82"
"*04psu*","James Outman","MIN","OF","790","FA","","33.2","9%","-1%","221","46","13","9","6",".319","53","67"
"*05yaf*","Jacob Young","WSH","OF","794","FA","","33.12","14%","-2%","252","63","12","2","12",".315","52","75"
"*04ya4*","Nasim Nunez","WSH","SS","795","FA","","33.11","24%","-1%","225","49","5","3","19",".313","49","67"
"*0406n*","Andres Chaparro","WSH","1B","803","FA","","32.7","7%","0%","269","60","14","10","1",".310","52","82"
"*01s9k*","Starling Marte","KC","OF,UT","808","FA","","32.54","9%","-1%","258","68","13","6","6",".324","53","74"
"*04pqf*","Nick Fortes","TB","C","810","FA","","32.5","7%","-1%","310","67","14","7","1",".270","52","91"
"*05249*","Austin Martin","MIN","OF","813","FA","","32.41","19%","-2%","213","54","13","2","13",".361","42","67"
"*05139*","Michael Massey","KC","2B","816","FA","","32.24","11%","-1%","297","71","14","9","2",".280","50","83"
"*066al*","Otto Kemp","PHI","1B,3B","819","FA","","32.09","20%","-2%","219","51","13","8","5",".333","50","60"
"*05xtz*","Dalton Rushing","LAD","C","822","FA","","31.88","55%","-5%","260","57","10","10","0",".323","54","78"
"*05tzg*","Jace Jung","DET","3B","823","FA","","31.87","36%","-3%","255","55","14","7","1",".336","58","83"
"*0316v*","Jake Bauers","MIL","1B,OF","832","FA","","31.35","10%","-1%","192","42","10","9","7",".330","49","54"
"*01ual*","Paul Goldschmidt","NYY","1B","837","FA","@SF Wed 8:05PM","31.04","40%","-4%","235","59","13","8","3",".315","48","65"
"*031b3*","Isiah Kiner-Falefa","BOS","3B,SS","838","FA","","30.97","16%","-2%","244","64","12","2","9",".305","50","67"
"*04y9h*","Kameron Misner","KC","OF","842","FA","","30.64","8%","-1%","191","37","10","6","11",".316","41","59"
"*04emu*","Eric Wagaman","MIN","1B,OF","843","FA","","30.61","12%","-2%","238","60","16","6","2",".302","48","66"
"*04pqq*","Matt Vierling","DET","OF","848","FA","","30.48","15%","-1%","241","59","13","6","4",".313","50","66"
"*05ahe*","Curtis Mead","CHW","1B,3B","850","FA","","30.37","16%","-1%","236","57","13","5","5",".314","46","67"
"*041xv*","Nathaniel Lowe","CIN","1B","853","FA","","30.26","30%","-3%","249","56","11","8","1",".313","56","69"
"*02w16*","Anthony Santander","TOR","OF,UT","854","FA","","30.21","59%","-7%","223","49","11","12","0",".307","53","58"
"*066db*","Zach Cole Jr.","HOU","OF","858","FA","","29.99","31%","-3%","172","37","12","6","10",".311","37","51"
"*03de9*","Rhys Hoskins","CLE","1B","860","FA","","29.88","29%","-3%","225","50","10","9","2",".322","52","66"
"*0311f*","Victor Caratini","MIN","C","861","FA","","29.87","17%","-1%","226","61","10","7","1",".343","51","67"
"*04qow*","Kevin Alcantara","CHC","OF","865","FA","","29.67","46%","-4%","223","51","11","6","7",".309","42","67"
"*01s98*","Jose Iglesias","(N/A)","2B,3B,SS","875","FA","","29.12","3%","0%","253","64","12","3","4",".308","51","68"
"*03qqb*","Myles Straw","TOR","OF","878","FA","","29.08","5%","0%","220","48","10","2","10",".289","46","60"
"*02mwg*","Jesse Winker","(N/A)","OF","879","FA","","29.07","4%","-1%","203","47","11","5","5",".347","49","60"
"*01t5w*","Miguel Rojas","LAD","2B,3B,SS","880","FA","","28.89","9%","-1%","226","59","13","4","4",".316","47","66"
"*04eer*","Drew Waters","KC","OF","888","FA","","28.79","5%","-1%","218","49","13","4","6",".305","41","66"
"*041q6*","Nolan Jones","CLE","OF","891","FA","","28.7","14%","-2%","218","49","11","6","5",".327","42","67"
"*03zcx*","Will Benson","CIN","OF","892","FA","","28.62","11%","-1%","201","43","10","9","3",".298","48","59"
"*06dn6*","CJ Kayfus","CLE","1B,OF","893","FA","","28.6","46%","-6%","198","48","13","6","3",".339","44","59"
"*05y4m*","Tim Tawa","ARI","1B,2B,OF","895","FA","","28.51","11%","-1%","195","42","10","6","8",".298","36","58"
"*04eey*","MJ Melendez","NYM","OF","896","FA","","28.49","7%","-1%","216","44","14","8","4",".271","34","62"
"*01te5*","Donovan Solano","(N/A)","1B","899","FA","","28.43","1%","0%","268","66","12","5","0",".313","50","71"
"*041w3*","Eli White","ATL","OF","902","FA","","28.18","6%","0%","191","44","9","5","8",".300","45","55"
"*03av1*","Jake Rogers","DET","C","903","FA","","28.14","5%","-1%","204","43","11","8","0",".284","47","59"
"*04y94*","Jonny DeLuca","TB","OF","904","FA","","28.11","14%","-2%","178","39","9","4","13",".291","32","51"
"*04pwl*","Hunter Feduccia","TB","C","906","FA","","28.08","5%","0%","232","46","12","3","2",".324","43","75"
"*05tuw*","Trey Sweeney","DET","SS","907","FA","","27.98","14%","-2%","227","48","10","6","4",".292","45","67"
"*02nqg*","Luis Torrens","NYM","C","908","FA","","27.96","5%","-1%","227","54","12","5","1",".300","41","67"
"*0529l*","Endy Rodriguez","PIT","1B","909","FA","","27.92","15%","-2%","249","56","14","4","0",".298","48","74"
"*04pvs*","Blaze Alexander","BAL","3B,SS","910","FA","","27.85","22%","-3%","210","48","10","4","6",".331","42","66"
"*04efi*","Connor Wong","BOS","C","913","FA","","27.72","8%","-1%","203","50","12","4","3",".308","39","55"
"*02mzf*","Rob Refsnyder","SEA","OF,UT","914","FA","","27.7","9%","-1%","182","46","11","7","3",".346","44","51"
"*04mdf*","Jerar Encarnacion","SF","OF","915","FA","NYY Wed 8:05PM","27.52","8%","-1%","211","46","7","8","5",".301","43","59"
"*01s99*","Travis dArnaud","LAA","C","919","FA","","27.22","5%","-1%","206","45","10","9","0",".284","39","59"
"*05u3v*","Walker Jenkins","MIN","OF","922","FA","","27.07","76%","-3%","157","41","11","3","9",".380","32","50"
"*04w4e*","Johan Rojas","PHI","OF","927","FA","","26.98","6%","-1%","171","42","8","2","13",".295","36","50"
"*05145*","Darell Hernaiz","ATH","3B,SS","929","FA","","26.91","11%","-1%","221","55","13","2","4",".322","39","66"
"*05xor*","Christian Encarnacion-Strand","CIN","1B","931","FA","","26.71","28%","-4%","200","45","11","9","0",".279","43","57"
"*03xs3*","Miguel Amaya","CHC","C","932","FA","","26.7","21%","-2%","192","45","11","5","0",".303","47","58"
"*05yb0*","T.J. Rumfield","COL","1B","940","FA","","26.16","31%","0%","190","46","10","5","2",".336","44","58"
"*05raw*","Harry Ford","WSH","C","947","FA","","25.86","61%","-4%","163","37","7","3","7",".354","35","51"
"*01s9c*","Randal Grichuk","NYY","OF,UT","954","FA","@SF Wed 8:05PM","25.35","4%","0%","180","44","12","8","0",".299","38","51"
"*01lum*","Justin Turner","(N/A)","1B","955","FA","","25.25","2%","0%","191","46","9","5","2",".322","42","52"
"*02z96*","Dominic Smith","ATL","1B","957","FA","","25.08","5%","0%","202","47","9","5","2",".299","41","58"
"*03pp6*","Jahmai Jones","DET","OF","960","FA","","24.98","6%","-1%","149","35","10","5","4",".356","36","50"
"*04yi8*","Spencer Jones","NYY","OF","964","FA","@SF Wed 8:05PM","24.57","73%","-4%","137","31","6","8","7",".312","32","38"
"*03df0*","Jose Trevino","CIN","C","967","FA","","24.48","5%","-1%","191","45","10","5","0",".288","37","58"
"*04de0*","Ramon Urias","STL","2B,3B","972","FA","","24.29","7%","-1%","188","46","9","5","2",".304","39","51"
"*04psr*","David Fry","CLE","1B","973","FA","","24.28","10%","-1%","170","37","8","9","2",".300","35","50"
"*04o2x*","Davis Schneider","TOR","2B,OF","974","FA","","24.25","15%","-1%","157","33","8","7","2",".333","39","43"
"*01c1g*","Andrew McCutchen","TEX","UT","975","FA","","24.24","7%","0%","188","45","8","8","0",".341","37","56"
"*03022*","Hunter Renfroe","KC","OF","982","FA","","23.76","2%","0%","193","42","11","6","0",".284","35","51"
"*0558r*","Junior Perez","ATH","OF","986","FA","","23.61","12%","-1%","134","26","9","4","8",".303","28","42"
"*04y95*","JJ Bleday","CIN","OF","990","FA","","23.56","22%","-2%","168","36","10","7","1",".294","34","49"
"*05xu8*","Tyler Locklear","ARI","1B","991","FA","","23.55","22%","-2%","149","34","8","4","5",".335","32","43"
"*04sxv*","Jose Tena","WSH","3B","993","FA","","23.4","6%","-1%","159","39","10","3","5",".314","29","50"
"*0630f*","Gabriel Rincones Jr.","PHI","OF","995","FA","","23.3","17%","-3%","131","29","6","5","8",".342","28","42"
"*05unf*","Denzel Clarke","ATH","OF","998","FA","","23.22","33%","-3%","136","30","9","3","8",".312","27","42"
